StoreID,upc,Qty,sku,pack,uom,StoreProductName,StoreDescription,Price,sprice,Start,End,tax,altupc1,altupc2,altupc3,altupc4,altupc5
12319,#082000791966,0,#210000001303,1,,Deleon Anejo 750mL,Deleon Anejo 750mL,56.99,0,,,0,,,,,
12319,#082000791973,0,#210000001304,1,,Deleon Blanco 750mL,Deleon Blanco 750mL,46.99,0,,,0,,,,,
12319,#08241809,0,#210000001305,1,,Deleon Puro De Agave Anejo 750mL,Deleon Puro De Agave Anejo 750mL,149.99,0,,,0,,,,,
12319,#082000791980,0,#210000001306,1,,Deleon Reposado Tequila 750mL,Deleon Reposado Tequila 750mL,49.99,0,,,0,,,,,
12319,#9339348005028,0,#210000001307,1,,Delinquente Screaming Betty Vermentino 2018,Delinquente Screaming Betty Vermentino 2018,19.99,0,,,0,,,,,
12319,#7503018755007,1,#210000001308,1,,Derrumbes Oaxaca Espadin-Tobala Mezcal 750mL,Derrumbes Oaxaca Espadin-Tobala Mezcal 750mL,63.99,0,,,0,,,,,
12319,#763176120070,0,#210000001310,1,,Deschutes Fresh Squeezed IPA 6PK Cans,Deschutes Fresh Squeezed IPA 6PK Cans,11.39,0,,,0,,,,,
12319,#866510000400,0,#210000001311,1,,Desert Door Sotol 750ML,Desert Door Sotol 750ML,59.99,0,,,0,,,,,
12319,#863431000328,0,#210000001312,1,,Devils River Bourbon 1.75L,Devils River Bourbon 1.75L,38.99,0,,,0,,,,,
12319,#863431000335,0,#210000001313,1,,Devils River Rye 750mL,Devils River Rye 750mL,33.99,0,,,0,,,,,
12319,#863431000311,0,#210000001314,1,,Devils River Small Batch Bourbon Whiskey 375ML,Devils River Small Batch Bourbon Whiskey 375ML,14.99,0,,,0,,,,,
12319,#089105140309,0,#210000001315,1,,Devlin Irish Whiskey 750ML,Devlin Irish Whiskey 750ML,29.99,0,,,0,,,,,
12319,#080480231002,0,#210000001316,1,,Dewars 12yr 1.75L,Dewars 12yr 1.75L,54.99,0,,,0,,,,,
12319,#080480231026,0,#210000001317,1,,Dewars Blended Scotch 12YR 750ML,Dewars Blended Scotch 12YR 750ML,31.99,0,,,0,,,,,
12319,#080480985356,0,#210000001318,1,,Dewars Mezcal Cask Finish Ilegal Smooth Blended Scotch Whisky,Dewars Mezcal Cask Finish Ilegal Smooth Blended Scotch Whisky,25.99,0,,,0,,,,,
12319,#711629001612,0,#210000001319,1,,Diamond Reserve 151 Proof Rhum 750ML,Diamond Reserve 151 Proof Rhum 750ML,19.99,0,,,0,,,,,
12319,#04904500,9,#210000001320,1,,Diet Coke 20oz,Diet Coke 20oz,2.49,0,,,0,,,,,
12319,#7594003629236,0,#210000001321,1,,Diplomatico Distillery Collection No.3 Pot Still 750ML,Diplomatico Distillery Collection No.3 Pot Still 750ML,84.99,0,,,0,,,,,
12319,#050037014518,7,#210000001322,1,,Disaronno Amaretto 375ML,Disaronno Amaretto 375ML,19.99,0,,,0,,,,,
12319,#050037397079,0,#210000001323,1,,Disaronno Velvet Cream Liqueur 375mL,Disaronno Velvet Cream Liqueur 375mL,24.99,0,,,0,,,,,
12319,#751667046954,0,#210000001324,1,,Djarum Black,Djarum Black,6.95,0,,,0,,,,,
12319,#850167007745,0,#210000001325,1,,Doc Swinson's Exploratory Cask Rare Release Aged 15 Years 750mL,Doc Swinson's Exploratory Cask Rare Release Aged 15 Years 750mL,199.99,0,,,0,,,,,
12319,#638489000299,0,#210000001326,1,,Dogfish 60 Minute 6pk Bottles,Dogfish 60 Minute 6pk Bottles,12.29,0,,,0,,,,,
12319,#638489001937,0,#210000001327,1,,Dogfish Seaquench Ale 6pk Cans,Dogfish Seaquench Ale 6pk Cans,12.29,0,,,0,,,,,
12319,#3274510003791,14,#210000001328,1,,Dolin Dry Vermouth Chambéry  750mL,Dolin Dry Vermouth Chambéry  750mL,19.99,0,,,0,,,,,
12319,#3274510003814,22,#210000001329,1,,Dolin Rouge Vermouth Chambéry 750mL,Dolin Rouge Vermouth Chambéry 750mL,18.99,0,,,0,,,,,
12319,#081753822439,0,#210000001330,1,,Dom Perignon Rosé 2006 750ML,Dom Perignon Rosé 2006 750ML,445.99,0,,,0,,,,,
12319,#639737615654,0,#210000001331,1,,Domaine de Baronarques 2015 Chardonnay,Domaine de Baronarques 2015 Chardonnay,29.99,0,,,0,,,,,
12319,#3770004651047,0,#210000001332,1,,2015 Domaine De La Denante Bourgogne Chardonnay,2015 Domaine De La Denante Bourgogne Chardonnay,32.99,0,,,0,,,,,
12319,#199333377481,0,#210000001334,1,,Domaine de Roally Viré-Clessé 2016,Domaine de Roally Viré-Clessé 2016,24.99,0,,,0,,,,,
12319,#376000429234,0,#210000001335,1,,Domaine des Corbillières Touraine Sauvignon Blanc 2018,Domaine des Corbillières Touraine Sauvignon Blanc 2018,14.99,0,,,0,,,,,
12319,#012086860218,0,#210000001336,1,,Domaine Drouhin Oregon Pinot Noir 2015,Domaine Drouhin Oregon Pinot Noir 2015,44.99,0,,,0,,,,,
12319,#811644011976,0,#210000001337,1,,2017 Domaine du Nozay Sancerre,2017 Domaine du Nozay Sancerre,39.99,0,,,0,,,,,
12319,#747389000022,0,#210000001338,1,,2014Domaine Jean Paul Ballard Grande Cuvee Sancerre,2014Domaine Jean Paul Ballard Grande Cuvee Sancerre,26.99,0,,,0,,,,,
12319,#098709188112,0,#210000001339,1,,Domaine Nico Grand Pere Pinot Noir 2017,Domaine Nico Grand Pere Pinot Noir 2017,31.99,0,,,0,,,,,
12319,#5203133291085,0,#210000001340,1,,2017 Domaine Sigalas Assyrtiko-Athili,2017 Domaine Sigalas Assyrtiko-Athili,24.99,0,,,0,,,,,
12319,#083051150023,0,#210000001341,1,,Domaine St. George Merlot Select Reserve 2017 750ml,Domaine St. George Merlot Select Reserve 2017 750ml,9.99,0,,,0,,,,,
12319,#639737618976,0,#210000001342,1,,"Domaine Vincent Ledy Chorey-Les-Beaune ""Les Beaumonts"" 2015","Domaine Vincent Ledy Chorey-Les-Beaune ""Les Beaumonts"" 2015",35.99,0,,,0,,,,,
12319,#8437004477088,0,#210000001343,1,,Dominio De Requena Cava Brut,Dominio De Requena Cava Brut,9.99,0,,,0,,,,,
12319,#674545000643,0,#210000001344,1,,Don Julio Anejo 1.75L,Don Julio Anejo 1.75L,139.99,0,,,0,,,,,
12319,#674545000612,12,#210000001345,1,,Don Julio Anejo 375mL,Don Julio Anejo 375mL,39.99,0,,,0,,,,,
12319,#088076182622,0,#210000001346,1,,Don Julio Double Cask Reposado 750mL,Don Julio Double Cask Reposado 750mL,59.99,0,,,0,,,,,
12319,#088076185500,0,#210000001347,1,,Don Julio Primavera Reposado 750mL,Don Julio Primavera Reposado 750mL,199.99,0,,,0,,,,,
12319,#674545000162,0,#210000001348,1,,Don Julio Real Anejo 750mL,Don Julio Real Anejo 750mL,399.99,0,,,0,,,,,
12319,#674545000636,2,#210000001349,1,,Don Julio Reposado 1.75L,Don Julio Reposado 1.75L,129.99,0,,,0,,,,,
12319,#674545000605,17,#210000001350,1,,Don Julio Reposado 375mL,Don Julio Reposado 375mL,37.99,0,,,0,,,,,
12319,#088076182721,0,#210000001351,1,,Don Julio Reposado Private Cask 750mL,Don Julio Reposado Private Cask 750mL,84.99,0,,,0,,,,,
12319,#190046000024,0,#210000001352,1,,Don Mateo De La Sierra Mezcal Artesenal Silvestre Michoacan 750mL,Don Mateo De La Sierra Mezcal Artesenal Silvestre Michoacan 750mL,132.99,0,,,0,,,,,
12319,#850000806030,1,#210000001353,1,,Don Papa Rum 10yr 750mL,Don Papa Rum 10yr 750mL,82.99,0,,,0,,,,,
12319,#082301751515,0,#210000001354,1,,Don Q Rum 151 750ML,Don Q Rum 151 750ML,26.99,0,,,0,,,,,
12319,#8054377050078,0,#210000001355,1,,Donna Laura Alteo Chianti DOCG,Donna Laura Alteo Chianti DOCG,15.99,0,,,0,,,,,
12319,#028400091510,7,#210000001356,1,,Doritos Cool Ranch 1oz,Doritos Cool Ranch 1oz,0.99,0,,,0,,,,,
12319,#028400356787,-1,#210000001357,1,,Doritos Cool Ranch 2.5oz,Doritos Cool Ranch 2.5oz,3.19,0,,,0,,,,,
12319,#028400133142,-2,#210000001358,1,,Doritos Dinamita Chile Limon 1.5oz,Doritos Dinamita Chile Limon 1.5oz,1.79,0,,,0,,,,,
12319,#028400357005,-1,#210000001359,1,,Doritos Flamin' Hot Nacho 2.5oz,Doritos Flamin' Hot Nacho 2.5oz,3.19,0,,,0,,,,,
12319,#028400132923,0,#210000001360,1,,Doritos Tapatio 1.5oz,Doritos Tapatio 1.5oz,1.79,0,,,0,,,,,
12319,#028400357111,-1,#210000001361,1,,Doritos Tapatio 2.5oz,Doritos Tapatio 2.5oz,3.19,0,,,0,,,,,
12319,#8583490018882,0,#210000001363,1,,Dos Artes Reposado 1L,Dos Artes Reposado 1L,129.99,0,,,0,,,,,
12319,#072311170154,0,#210000001364,1,,Dos Equis 24oz Bottle,Dos Equis 24oz Bottle,3.19,0,,,0,,,,,
12319,#072311332422,0,#210000001365,1,,Dos Equis 24pk Bottles,Dos Equis 24pk Bottles,36.99,0,,,0,,,,,
12319,#822059000035,0,#210000001366,1,,Dos Fincas Cabernet Malbec 2017,Dos Fincas Cabernet Malbec 2017,12.99,0,,,0,,,,,
12319,#836957000851,0,#210000001367,1,,2012 Dr H. Thanisch Riesling Berncasteler Doctor Kabinett,2012 Dr H. Thanisch Riesling Berncasteler Doctor Kabinett,39.99,0,,,0,,,,,
12319,#836957003067,0,#210000001368,1,,2015 Dr H. Thanisch Riesling Spatlese Trocken,2015 Dr H. Thanisch Riesling Spatlese Trocken,32.99,0,,,0,,,,,
12319,#183103000013,0,#210000001369,1,,Dr Loosen Bros Riesling 2019,Dr Loosen Bros Riesling 2019,11.99,0,,,0,,,,,
12319,#07831504,11,#210000001370,1,,Dr Pepper 12oz Can,Dr Pepper 12oz Can,1.59,0,,,0,,,,,
12319,#078000082401,-21,#210000001371,1,,Dr Pepper 20oz,Dr Pepper 20oz,2.49,0,,,0,,,,,
12319,#078000082463,0,#210000001372,1,,Dr Pepper 2L,Dr Pepper 2L,4.99,0,,,0,,,,,
12319,#078000090567,0,#210000001373,1,,Dr Pepper 12oz Glass Bottle,Dr Pepper 12oz Glass Bottle,1.99,0,,,0,,,,,
12319,#040232466960,0,#210000001374,1,,Dripping Springs Traditional Gin 750ml,Dripping Springs Traditional Gin 750ml,32.99,0,,,0,,,,,
12319,#858184001616,0,#210000001375,1,,Duchman Vermentino 2017,Duchman Vermentino 2017,17.99,0,,,0,,,,,
12319,#768154231540,0,#210000001376,1,,Duck Pond Pinot Noir 2016 750ML,Duck Pond Pinot Noir 2016 750ML,19.99,0,,,0,,,,,
12319,#669576019344,0,#210000001377,1,,Duckhorn Vineyards Cabernet Sauvignon 2014,Duckhorn Vineyards Cabernet Sauvignon 2014,78.99,0,,,0,,,,,
12319,#898432002460,2,#210000001379,1,,Dulce Vida Organic Tequila Anejo 750mL,Dulce Vida Organic Tequila Anejo 750mL,39.99,0,,,0,,,,,
12319,#898432002002,12,#210000001380,1,,Dulce Vida Organic Tequila Blanco 750mL,Dulce Vida Organic Tequila Blanco 750mL,28.99,0,,,0,,,,,
12319,#898432002736,0,#210000001381,1,,Dulce Vida Paloma 1.75L,Dulce Vida Paloma 1.75L,24.99,0,,,0,,,,,
12319,#898432002637,12,#210000001382,1,,Dulce Vida Pineapple Jalapeno Tequila 750mL,Dulce Vida Pineapple Jalapeno Tequila 750mL,21.99,0,,,0,,,,,
12319,#088473881661,0,#210000001384,1,,2021 Evolution Lucky No. 9 Sokol Blosser,2021 Evolution Lucky No. 9 Sokol Blosser,16.99,0,,,0,,,,,
12319,#085000024041,0,#210000001385,1,,E&J Brandy Apple 750mL,E&J Brandy Apple 750mL,13.99,0,,,0,,,,,
12319,#085000025758,0,#210000001386,1,,E&J Brandy Vanilla 750ML,E&J Brandy Vanilla 750ML,13.99,0,,,0,,,,,
12319,#085000009154,0,#210000001387,1,,E&J Brandy XO 750mL,E&J Brandy XO 750mL,14.99,0,,,0,,,,,
12319,#08541509,0,#210000001388,1,,E&J Very Special Brandy 1.75L,E&J Very Special Brandy 1.75L,24.99,0,,,0,,,,,
12319,#08541305,0,#210000001389,1,,E&J Very Special Brandy 750mL,E&J Very Special Brandy 750mL,9.99,0,,,0,,,,,
12319,#085000003930,0,#210000001390,1,,E&J Brandy VSOP 1.75L,E&J Brandy VSOP 1.75L,24.99,0,,,0,,,,,
12319,#08542605,0,#210000001391,1,,E&J VS Brandy 375mL,E&J VS Brandy 375mL,6.99,0,,,0,,,,,
12319,#088004021351,0,#210000001392,1,,Eagle Rare 10yr 375ml,Eagle Rare 10yr 375ml,39.99,0,,,0,,,,,
12319,#085000008430,0,#210000001393,1,,2017 Ecco Domani Pinot Grigio,2017 Ecco Domani Pinot Grigio,12.99,0,,,0,,,,,
12319,#018138201022,0,#210000001395,1,,Edna Valley Chardonnay 2016,Edna Valley Chardonnay 2016,14.99,0,,,0,,,,,
12319,#018138201022,0,#210000001396,1,,2016 Edna Valley Chardonnay,2016 Edna Valley Chardonnay,14.99,0,,,0,,,,,
12319,#898079001079,0,#210000001397,1,,Educated Guess Red Blend,Educated Guess Red Blend,21.99,0,,,0,,,,,
12319,#080686938057,0,#210000001398,1,,Effen Vodka 750mL,Effen Vodka 750mL,29.99,0,,,0,,,,,
12319,#080686938248,0,#210000001399,1,,Effen Vodka Cucumber 750mL,Effen Vodka Cucumber 750mL,29.99,0,,,0,,,,,
12319,#080686938019,0,#210000001400,1,,Effen Vodka Raspberry 750mL,Effen Vodka Raspberry 750mL,29.99,0,,,0,,,,,
12319,#222313158546,0,#210000001401,1,,El Cantinero Grapefruit 8oz,El Cantinero Grapefruit 8oz,14.99,0,,,0,,,,,
12319,#080175222216,0,#210000001402,1,,El Coto Rioja Crianza 2016 750ml,El Coto Rioja Crianza 2016 750ml,15.99,0,,,0,,,,,
12319,#711629000004,0,#210000001404,1,,El Dorado Aged 15 Years 750mL,El Dorado Aged 15 Years 750mL,64.99,0,,,0,,,,,
12319,#711629000882,3,#210000001405,1,,El Dorado Aged 3 Years 750mL,El Dorado Aged 3 Years 750mL,21.99,0,,,0,,,,,
12319,#098709088993,0,#210000001406,1,,2015 El Enemigo Malbec,2015 El Enemigo Malbec,34.99,0,,,0,,,,,
12319,#857371003037,0,#210000001407,1,,El Hefe German Style 6PK Cans,El Hefe German Style 6PK Cans,11.99,0,,,0,,,,,
12319,#744607063203,0,#210000001408,1,,El Jimador Anejo 750mL,El Jimador Anejo 750mL,29.99,0,,,0,,,,,
12319,#744607049801,0,#210000001409,1,,El Jimador Reposado 1.75L,El Jimador Reposado 1.75L,44.99,0,,,0,,,,,
12319,#744607068406,3,#210000001410,1,,El Jimador Silver 1.75L,El Jimador Silver 1.75L,49.99,0,,,0,,,,,
12319,#744607068307,0,#210000001411,1,,El Jimador Silver 1L,El Jimador Silver 1L,25.99,0,,,0,,,,,
12319,#7501398100462,0,#210000001412,1,,El Tequileno Reposado 750mL,El Tequileno Reposado 750mL,32.99,0,,,0,,,,,
12319,#080686760405,9,#210000001413,1,,El Tesoro Blanco 750mL,El Tesoro Blanco 750mL,61.99,0,,,0,,,,,
12319,#8437011007261,6,#210000001414,1,,2020 El Tuerto Rioja Blanco,2020 El Tuerto Rioja Blanco,18.99,0,,,0,,,,,
12319,#779000128082,0,#210000001415,1,,Elegance Lifestyle Red Blend 2012,Elegance Lifestyle Red Blend 2012,25.99,0,,,0,,,,,
12319,#096749021987,0,#210000001416,1,,Elijah Craig 750ml W/ Rocks Glass & Ice Mold,Elijah Craig 750ml W/ Rocks Glass & Ice Mold,33.99,0,,,0,,,,,
12319,#8033102120989,0,#210000001418,1,,Elio Perrone Bigaro Moscato Rosé,Elio Perrone Bigaro Moscato Rosé,19.99,0,,,0,,,,,
12319,#8033102120880,0,#210000001419,1,,Elio Perrone Sourgal Moscato d'Asti 2017,Elio Perrone Sourgal Moscato d'Asti 2017,19.99,0,,,0,,,,,
12319,#4008355030198,0,#210000001420,1,,Elisen-Lebkuchen Rum Cookies,Elisen-Lebkuchen Rum Cookies,13.99,0,,,0,,,,,
12319,#859181000206,0,#210000001421,1,,Elyse Cabernet Sauvignon 2013 750ML,Elyse Cabernet Sauvignon 2013 750ML,49.99,0,,,0,,,,,
12319,#817904000834,0,#210000001422,1,,Elysian Space Dust 6pk Bottles,Elysian Space Dust 6pk Bottles,13.29,0,,,0,,,,,
12319,#086767240064,0,#210000001423,1,,Emmets Irish Cream Liqueur 750ml,Emmets Irish Cream Liqueur 750ml,15.99,0,,,0,,,,,
12319,#086767240064,0,#210000001424,1,,Emmets Irish Cream Liqueur 750ml,Emmets Irish Cream Liqueur 750ml,15.99,0,,,0,,,,,
12319,#899055002011,0,#210000001425,1,,En Route Pinot Noir 'Les Pommiers' 2017,En Route Pinot Noir 'Les Pommiers' 2017,49.99,0,,,0,,,,,
12319,#3760173900039,0,#210000001426,1,,2015 Eric Bordelet Sidre Tendre,2015 Eric Bordelet Sidre Tendre,17.99,0,,,0,,,,,
12319,#3760173900046,0,#210000001427,1,,2016 Eric Bordelet Sydre Argelette,2016 Eric Bordelet Sydre Argelette,22.99,0,,,0,,,,,
12319,#761503461247,0,#210000001428,1,,Ermitage Du Pic Saint Loup Rouge 'Tour De Pierres' 2017,Ermitage Du Pic Saint Loup Rouge 'Tour De Pierres' 2017,22.99,0,,,0,,,,,
12319,#664804001436,0,#210000001429,1,,Espolon Anejo 1L,Espolon Anejo 1L,46.99,0,,,0,,,,,
12319,#721059001298,0,#210000001430,1,,Espolon Anejo 750ml,Espolon Anejo 750ml,39.99,0,,,0,,,,,
12319,#664804001351,12,#210000001431,1,,Espolon Blanco 1.75L,Espolon Blanco 1.75L,74.99,0,,,0,,,,,
12319,#721059701006,0,#210000001432,1,,Espolon Blanco 1L,Espolon Blanco 1L,34.99,0,,,0,,,,,
12319,#664804001368,5,#210000001433,1,,Espolon Reposado 1.75L,Espolon Reposado 1.75L,62.99,0,,,0,,,,,
12319,#892026001006,0,#210000001434,1,,Est. 75 Wine Company Cabernet Sauvignon 2017,Est. 75 Wine Company Cabernet Sauvignon 2017,21.99,0,,,0,,,,,
12319,#083085300388,0,#210000001435,1,,2017 Estancia Pinot Grigio,2017 Estancia Pinot Grigio,19.99,0,,,0,,,,,
12319,#083085301187,0,#210000001437,1,,2017 Estancia Pinot Noir,2017 Estancia Pinot Noir,19.99,0,,,0,,,,,
12319,#050648236132,0,#210000001438,1,,Estrella Barcelona 6pk Cans,Estrella Barcelona 6pk Cans,9.99,0,,,0,,,,,
12319,#089819925391,0,#210000001439,1,,Etude Chardonnay 2015,Etude Chardonnay 2015,36.99,0,,,0,,,,,
12319,#089819925391,0,#210000001440,1,,ETUDE CHARDONNAY 15 750ML,ETUDE CHARDONNAY 15 750ML,36.99,0,,,0,,,,,
12319,#089819544004,0,#210000001441,1,,Etude Pinot Noir Fiddlestix Vineyard 2014 750ML,Etude Pinot Noir Fiddlestix Vineyard 2014 750ML,44.99,0,,,0,,,,,
12319,#096749021147,0,#210000001442,1,,Evan Williams Extra Aged Black 1.75L,Evan Williams Extra Aged Black 1.75L,26.99,0,,,0,,,,,
12319,#096749021802,0,#210000001443,1,,Evan Williams Honey 750ml,Evan Williams Honey 750ml,16.99,0,,,0,,,,,
12319,#096749021345,0,#210000001444,1,,Evan Williams Kentucky Straight Bourbon 750ML,Evan Williams Kentucky Straight Bourbon 750ML,16.99,0,,,0,,,,,
12319,#096749021642,0,#210000001445,1,,Evan Williams Straight Bourbon 375ml,Evan Williams Straight Bourbon 375ml,8.99,0,,,0,,,,,
12319,#096749021123,0,#210000001446,1,,Evan Williams Straight Bourbon Charcoal Filtered Sour Mash 1.75L*,Evan Williams Straight Bourbon Charcoal Filtered Sour Mash 1.75L*,21.99,0,,,0,,,,,
12319,#096749021673,0,#210000001447,1,,Evan Williams White Label 375mL,Evan Williams White Label 375mL,9.99,0,,,0,,,,,
12319,#088352100012,0,#210000001448,1,,Everclear Grain Alcohol 190 Proof 1.75L,Everclear Grain Alcohol 190 Proof 1.75L,49.99,0,,,0,,,,,
12319,#090024444447,0,#210000001449,1,,EVS Windblown Texas High Plains Red Blend 2017,EVS Windblown Texas High Plains Red Blend 2017,17.99,0,,,0,,,,,
12319,#339987772777,-1,#210000001450,1,,Excedrin Extra Strength Single Pack,Excedrin Extra Strength Single Pack,1.29,0,,,0,,,,,
12319,#300672039248,0,#210000001451,1,,Excedrin Migraine 24 Caplets,Excedrin Migraine 24 Caplets,5.99,0,,,0,,,,,
12319,#339922233377,0,#210000001452,1,,Excedrin Migraine Single Pack,Excedrin Migraine Single Pack,1.29,0,,,0,,,,,
12319,#022000014139,0,#210000001453,1,,Extra Smooth Mint 15 Sticks Gum,Extra Smooth Mint 15 Sticks Gum,1.79,0,,,0,,,,,
12319,#02284004,0,#210000001454,1,,Extra Winterfresh Gum 15 Sticks,Extra Winterfresh Gum 15 Sticks,2.39,0,,,0,,,,,
12319,#074854382100,0,#210000001455,1,,Fabryka Vodka Original 750ML,Fabryka Vodka Original 750ML,13.99,0,,,0,,,,,
12319,#076677100145,0,#210000001457,1,,Famous Amos Chocolate Chip Bite Size Cookies 2oz Bag,Famous Amos Chocolate Chip Bite Size Cookies 2oz Bag,1.18,0,,,0,,,,,
12319,#81206602132,0,#210000001458,1,,Famous Grouse Smoky Black 1.75L,Famous Grouse Smoky Black 1.75L,51.99,0,,,0,,,,,
12319,#81206602023,0,#210000001459,1,,Famous Grouse1.75L,Famous Grouse1.75L,47.25,0,,,0,,,,,
12319,#606179209475,0,#210000001460,1,,Fantinel Ribolla Gialla Brut,Fantinel Ribolla Gialla Brut,17.99,0,,,0,,,,,
12319,#030174091122,0,#210000001461,1,,Far Niente Chardonnay,Far Niente Chardonnay,86.99,0,,,0,,,,,
12319,#8423360020044,0,#210000001462,1,,Fernando de Castilla Pedro Ximenez Sherry 750ml,Fernando de Castilla Pedro Ximenez Sherry 750ml,27.99,0,,,0,,,,,
12319,#855152001081,0,#210000001463,1,,Ferrando Erbaluce di Caluso 2016,Ferrando Erbaluce di Caluso 2016,15.99,0,,,0,,,,,
12319,#611482961057,0,#210000001464,1,,Ferreira Ruby Porto*,Ferreira Ruby Porto*,22.99,0,,,0,,,,,
12319,#009800124015,0,#210000001465,1,,Ferrero Rocher 24 pieces,Ferrero Rocher 24 pieces,19.99,0,,,0,,,,,
12319,#009800120499,0,#210000001466,1,,Ferrero Rocher Box 48 Pieces,Ferrero Rocher Box 48 Pieces,19.99,0,,,0,,,,,
12319,#009800123018,5,#210000001467,1,,Ferrero Rocher Chocolates 3 Pieces,Ferrero Rocher Chocolates 3 Pieces,2.99,0,,,0,,,,,
12319,#898195001052,0,#210000001468,1,,Fever Tree Bitter Lemon 4pk,Fever Tree Bitter Lemon 4pk,8.99,0,,,0,,,,,
12319,#898195001427,0,#210000001469,1,,Fever Tree Ginger Beer Single 16.9oz,Fever Tree Ginger Beer Single 16.9oz,4.5,0,,,0,,,,,
12319,#812136030185,0,#210000001470,1,,Fever Tree Light Cucumber 4pk,Fever Tree Light Cucumber 4pk,8.99,0,,,0,,,,,
12319,#898195001502,0,#210000001471,1,,Fever Tree Mediterranean Tonic Water Single 6.8oz,Fever Tree Mediterranean Tonic Water Single 6.8oz,2.24,0,,,0,,,,,
12319,#898195001885,0,#210000001472,1,,Fever Tree Spiced Orange Ginger Ale 4pk,Fever Tree Spiced Orange Ginger Ale 4pk,8.99,0,,,0,,,,,
12319,#000309515038,0,#210000001473,1,,Fidencio Mezcal Joven Artesanal Classico 750mL,Fidencio Mezcal Joven Artesanal Classico 750mL,42.99,0,,,0,,,,,
12319,#632565000654,-6,#210000001474,1,,Fiji Sports Cap 700mL Bottle,Fiji Sports Cap 700mL Bottle,2.99,0,,,0,,,,,
12319,#899682002873,0,#210000001475,1,,Filthy Foods Black Cherries 8oz,Filthy Foods Black Cherries 8oz,13.99,0,,,0,,,,,
12319,#899682002811,17,#210000001476,1,,Filthy Foods Blue Cheese Olives 8oz,Filthy Foods Blue Cheese Olives 8oz,12.99,0,,,0,,,,,
12319,#899682002828,26,#210000001477,1,,Filthy Foods Pimento Olives 8oz,Filthy Foods Pimento Olives 8oz,12.99,0,,,0,,,,,
12319,#899682002842,0,#210000001478,1,,Filthy Foods Red Cherries 8oz,Filthy Foods Red Cherries 8oz,12.99,0,,,0,,,,,
12319,#843701079926,0,#210000001479,1,,Finca Nueva White Rioja,Finca Nueva White Rioja,15.99,0,,,0,,,,,
12319,#081128074050,0,#210000001480,1,,Finlandia Vodka 1.75L,Finlandia Vodka 1.75L,26.99,0,,,0,,,,,
12319,#8000255370158,0,#210000001481,1,,Fiorini Lambrusco Becco Rosso,Fiorini Lambrusco Becco Rosso,18.99,0,,,0,,,,,
12319,#088004144692,24,#210000001482,1,,Fireball Cinnamon Whiskey Plastic 750mL,Fireball Cinnamon Whiskey Plastic 750mL,21.99,0,,,0,,,,,
12319,#088004009373,30,#210000001483,1,,Fireball Cinnamon Whisky 100mL,Fireball Cinnamon Whisky 100mL,3.5,0,,,0,,,,,
12319,#602755006346,0,#210000001484,1,,Firestone Walker 805 6pk Cans,Firestone Walker 805 6pk Cans,10.99,0,,,0,,,,,
12319,#602755002706,0,#210000001485,1,,Firestone Walker Lager 12oz 6pk Cans,Firestone Walker Lager 12oz 6pk Cans,10.29,0,,,0,,,,,
12319,#070690698610,0,#210000001486,1,,Fisher Glazed Pecans 2lb,Fisher Glazed Pecans 2lb,22.99,0,,,0,,,,,
12319,#083664873906,0,#210000001487,1,,Fistful Of Bourbon 750ML,Fistful Of Bourbon 750ML,29.99,0,,,0,,,,,
12319,#890117000112,0,#210000001488,1,,Five Vintners Zinfandel 2017,Five Vintners Zinfandel 2017,23.99,0,,,0,,,,,
12319,#031259002583,0,#210000001489,1,,2018 Fleurs De Prairie,2018 Fleurs De Prairie,21.99,0,,,0,,,,,
12319,#026964904291,0,#210000001490,1,,Flor Cana Extra Seco Rum 4YR 750ML,Flor Cana Extra Seco Rum 4YR 750ML,22.99,0,,,0,,,,,
12319,#080516121741,0,#210000001491,1,,Florio Fine Marsala Dry,Florio Fine Marsala Dry,15.99,0,,,0,,,,,
12319,#08469262349,0,#210000001492,1,,Fonseca Guimaraens Vintage Port 2012,Fonseca Guimaraens Vintage Port 2012,64.99,0,,,0,,,,,
12319,#761503412348,0,#210000001493,1,,Fontsainte Corbieres Rose Gris de Gris 750ML,Fontsainte Corbieres Rose Gris de Gris 750ML,19.99,0,,,0,,,,,
12319,#081128005207,6,#210000001494,1,,Fords Gin 750mL,Fords Gin 750mL,29.99,0,,,0,,,,,
12319,#367624546474,0,#210000001495,1,,2013 Formaglini Vineyards Pinot Noir,2013 Formaglini Vineyards Pinot Noir,55.99,0,,,0,,,,,
12319,#9419056150071,0,#210000001496,1,,2015 Forrest Pinot Noir,2015 Forrest Pinot Noir,24.99,0,,,0,,,,,
12319,#555887464645,0,#210000001497,1,,Fortaleza Blanco Lot 100 750mL,Fortaleza Blanco Lot 100 750mL,125.99,0,,,0,,,,,
12319,#7502221969034,-2,#210000001498,1,,Fortaleza Blanco Still Strength Tequila 750mL,Fortaleza Blanco Still Strength Tequila 750mL,91.99,0,,,0,,,,,
12319,#7502221966101,-2,#210000001499,1,,Fortaleza Blanco 750mL,Fortaleza Blanco 750mL,79.99,0,,,0,,,,,
12319,#7502221969461,0,#210000001500,1,,Fortaleza Reposado Winter Blend 2019 750ML,Fortaleza Reposado Winter Blend 2019 750ML,149.99,0,,,0,,,,,
12319,#750221969805,0,#210000001501,1,,Fortaleza Reposado Winter Blend 2020 750mL,Fortaleza Reposado Winter Blend 2020 750mL,199.99,0,,,0,,,,,
